date,state,district,new_enrolments,update_requests,address_updates,mobile_updates,biometric_updates,active_centres,operators,service_hours,failures
2024-12-04,Karnataka,Bengaluru Urban,117,227,87,76,64,7,21,9,3
2024-12-05,Karnataka,Bengaluru Urban,123,250,76,96,78,12,48,7,0
2024-12-06,Karnataka,Bengaluru Urban,126,274,102,99,73,12,36,7,0
2024-12-07,Karnataka,Bengaluru Urban,137,272,106,91,75,12,36,9,0
2024-12-08,Karnataka,Bengaluru Urban,136,238,70,93,75,12,36,6,0
2024-12-09,Karnataka,Bengaluru Urban,131,237,65,74,98,10,40,7,0
2024-12-10,Karnataka,Bengaluru Urban,128,269,93,104,72,7,14,9,22
2024-12-11,Karnataka,Bengaluru Urban,140,234,69,105,60,7,28,6,1
2024-12-12,Karnataka,Bengaluru Urban,137,277,73,106,98,7,28,8,6
2024-12-13,Karnataka,Bengaluru Urban,127,281,101,104,76,15,45,8,0
2024-12-14,Karnataka,Bengaluru Urban,142,233,58,77,98,9,18,6,12
2024-12-15,Karnataka,Bengaluru Urban,131,263,77,100,86,15,30,8,1
2024-12-16,Karnataka,Bengaluru Urban,134,266,100,119,47,8,32,8,0
2024-12-17,Karnataka,Bengaluru Urban,139,285,112,115,58,15,60,6,0
2024-12-18,Karnataka,Bengaluru Urban,122,275,72,104,99,7,14,7,20
2024-12-19,Karnataka,Bengaluru Urban,129,243,64,86,93,11,33,8,0
2024-12-20,Karnataka,Bengaluru Urban,140,279,100,101,78,7,14,9,22
2024-12-21,Karnataka,Bengaluru Urban,142,263,75,107,81,7,28,8,4
2024-12-22,Karnataka,Bengaluru Urban,137,278,74,132,72,13,52,7,0
2024-12-23,Karnataka,Bengaluru Urban,142,251,79,114,58,12,36,7,0
2024-12-24,Karnataka,Bengaluru Urban,136,248,66,94,88,10,20,6,12
2024-12-25,Karnataka,Bengaluru Urban,145,245,67,79,99,11,44,6,0
2024-12-26,Karnataka,Bengaluru Urban,132,280,72,99,109,8,16,6,18
2024-12-27,Karnataka,Bengaluru Urban,129,285,92,124,69,12,48,7,0
2024-12-28,Karnataka,Bengaluru Urban,131,296,103,132,61,13,26,9,11
2024-12-29,Karnataka,Bengaluru Urban,129,282,101,87,94,10,30,6,3
2024-12-30,Karnataka,Bengaluru Urban,144,297,99,113,85,6,18,9,8
2024-12-31,Karnataka,Bengaluru Urban,133,261,97,101,63,13,52,7,0
2025-01-01,Karnataka,Bengaluru Urban,151,272,101,110,61,6,24,8,10
2025-01-02,Karnataka,Bengaluru Urban,138,287,86,138,63,6,18,6,21
2025-01-03,Karnataka,Bengaluru Urban,153,264,98,99,67,14,28,7,2
2025-01-04,Karnataka,Bengaluru Urban,150,269,93,109,67,6,12,8,20
2025-01-05,Karnataka,Bengaluru Urban,134,263,91,124,48,9,36,8,0
2025-01-06,Karnataka,Bengaluru Urban,148,282,91,131,60,13,52,9,0
2025-01-07,Karnataka,Bengaluru Urban,145,290,107,111,72,15,60,6,0
2025-01-08,Karnataka,Bengaluru Urban,134,269,101,104,64,13,26,8,4
2025-01-09,Karnataka,Bengaluru Urban,135,288,101,136,51,8,24,6,11
2025-01-10,Karnataka,Bengaluru Urban,156,264,101,102,61,11,44,6,0
2025-01-11,Karnataka,Bengaluru Urban,154,267,93,112,62,11,22,6,7
2025-01-12,Karnataka,Bengaluru Urban,149,269,90,99,80,7,21,9,14
2025-01-13,Karnataka,Bengaluru Urban,153,262,86,124,52,13,52,8,0
2025-01-14,Karnataka,Bengaluru Urban,152,262,87,101,74,7,21,9,13
2025-01-15,Karnataka,Bengaluru Urban,157,266,67,84,115,15,60,9,0
2025-01-16,Karnataka,Bengaluru Urban,149,291,79,140,72,10,40,7,0
2025-01-17,Karnataka,Bengaluru Urban,151,279,110,123,46,12,36,6,0
2025-01-18,Karnataka,Bengaluru Urban,145,284,103,130,51,10,40,6,0
2025-01-19,Karnataka,Bengaluru Urban,147,280,101,131,48,7,21,7,6
2025-01-20,Karnataka,Bengaluru Urban,147,278,88,136,54,15,60,7,0
2025-01-21,Karnataka,Bengaluru Urban,140,301,84,105,112,7,14,8,20
2025-01-22,Karnataka,Bengaluru Urban,159,306,79,101,126,15,30,6,9
2025-01-23,Karnataka,Bengaluru Urban,157,307,93,138,76,11,22,9,12
2025-01-24,Karnataka,Bengaluru Urban,140,317,86,101,130,14,28,6,11
2025-01-25,Karnataka,Bengaluru Urban,141,312,120,133,59,5,10,8,11
2025-01-26,Karnataka,Bengaluru Urban,163,289,101,91,97,10,20,7,11
2025-01-27,Karnataka,Bengaluru Urban,156,310,115,95,100,8,32,8,3
2025-01-28,Karnataka,Bengaluru Urban,143,292,103,117,72,7,21,7,11
2025-01-29,Karnataka,Bengaluru Urban,143,318,83,158,77,5,15,7,10
2025-01-30,Karnataka,Bengaluru Urban,159,308,85,92,131,12,48,6,0
2025-01-31,Karnataka,Bengaluru Urban,151,310,78,104,128,7,14,7,15
2025-02-01,Karnataka,Bengaluru Urban,163,285,83,115,87,13,52,9,0
2025-02-02,Karnataka,Bengaluru Urban,166,285,98,112,75,8,16,7,10
2025-02-03,Karnataka,Bengaluru Urban,155,287,74,126,87,13,39,6,0
2025-02-04,Karnataka,Bengaluru Urban,147,279,98,109,72,9,18,8,7
2025-02-05,Karnataka,Bengaluru Urban,157,318,80,106,132,7,14,8,30
2025-02-06,Karnataka,Bengaluru Urban,145,293,96,124,73,15,45,8,0
2025-02-07,Karnataka,Bengaluru Urban,157,331,87,124,120,12,48,9,0
2025-02-08,Karnataka,Bengaluru Urban,146,331,106,155,70,12,48,9,0
2025-02-09,Karnataka,Bengaluru Urban,158,310,89,151,70,13,52,9,0
2025-02-10,Karnataka,Bengaluru Urban,170,327,125,123,79,8,16,7,17
2025-02-11,Karnataka,Bengaluru Urban,148,289,90,139,60,10,40,9,0
2025-02-12,Karnataka,Bengaluru Urban,167,326,93,135,98,15,45,8,0
2025-02-13,Karnataka,Bengaluru Urban,165,303,115,113,75,7,28,9,5
2025-02-14,Karnataka,Bengaluru Urban,161,312,119,134,59,13,52,8,0
2025-02-15,Karnataka,Bengaluru Urban,158,313,110,101,102,12,36,9,1
2025-02-16,Karnataka,Bengaluru Urban,159,333,96,159,78,9,27,8,11
2025-02-17,Karnataka,Bengaluru Urban,171,298,91,91,116,6,24,6,8
2025-02-18,Karnataka,Bengaluru Urban,166,308,117,119,72,7,14,7,18
2025-02-19,Karnataka,Bengaluru Urban,158,334,86,160,88,10,20,8,23
2025-02-20,Karnataka,Bengaluru Urban,158,340,99,150,91,10,20,6,24
2025-02-21,Karnataka,Bengaluru Urban,165,300,101,124,75,8,24,8,11
2025-02-22,Karnataka,Bengaluru Urban,158,312,108,139,65,12,24,6,10
2025-02-23,Karnataka,Bengaluru Urban,160,306,100,105,101,8,32,6,4
2025-02-24,Karnataka,Bengaluru Urban,160,319,116,142,61,14,28,8,9
2025-02-25,Karnataka,Bengaluru Urban,155,329,105,114,110,7,28,9,14
2025-02-26,Karnataka,Bengaluru Urban,171,325,108,156,61,10,30,9,6
2025-02-27,Karnataka,Bengaluru Urban,162,342,111,137,94,15,60,7,0
2025-02-28,Karnataka,Bengaluru Urban,170,319,94,154,71,13,39,9,0
2025-03-01,Karnataka,Bengaluru Urban,156,299,93,106,100,10,40,9,0
2025-03-02,Karnataka,Bengaluru Urban,167,345,99,142,104,14,42,6,1
2025-03-03,Karnataka,Bengaluru Urban,153,326,130,118,78,5,10,6,27
2025-03-04,Karnataka,Bengaluru Urban,156,329,85,141,103,11,22,6,9
2025-03-05,Karnataka,Bengaluru Urban,177,319,125,104,90,13,39,9,0
2025-03-06,Karnataka,Bengaluru Urban,163,305,106,147,52,9,18,6,10
2025-03-07,Karnataka,Bengaluru Urban,167,306,97,133,76,10,20,6,19
2025-03-08,Karnataka,Bengaluru Urban,169,305,121,102,82,12,24,8,8
2025-03-09,Karnataka,Bengaluru Urban,167,327,88,155,84,13,52,6,0
2025-03-10,Karnataka,Bengaluru Urban,175,319,110,156,53,10,40,6,0
2025-03-11,Karnataka,Bengaluru Urban,164,346,96,172,78,9,36,9,8
2025-03-12,Karnataka,Bengaluru Urban,153,337,122,129,86,7,14,8,22
2025-03-13,Karnataka,Bengaluru Urban,161,345,104,120,121,11,22,8,22
2025-03-14,Karnataka,Bengaluru Urban,171,333,117,151,65,11,44,8,0
2025-03-15,Karnataka,Bengaluru Urban,158,305,107,134,64,6,12,9,21
2025-03-16,Karnataka,Bengaluru Urban,158,316,112,110,94,7,14,8,23
2025-03-17,Karnataka,Bengaluru Urban,168,343,127,140,76,7,14,9,31
2025-03-18,Karnataka,Bengaluru Urban,176,324,109,102,113,13,39,9,0
2025-03-19,Karnataka,Bengaluru Urban,169,321,83,158,80,9,18,8,14
2025-03-20,Karnataka,Bengaluru Urban,159,313,81,151,81,6,24,9,11
2025-03-21,Karnataka,Bengaluru Urban,174,321,109,137,75,7,14,9,16
2025-03-22,Karnataka,Bengaluru Urban,176,343,97,139,107,9,36,8,4
2025-03-23,Karnataka,Bengaluru Urban,171,322,110,115,97,13,26,6,7
2025-03-24,Karnataka,Bengaluru Urban,173,309,83,149,77,9,36,7,2
2025-03-25,Karnataka,Bengaluru Urban,165,336,110,157,69,14,56,8,0
2025-03-26,Karnataka,Bengaluru Urban,176,325,89,101,135,12,36,9,4
2025-03-27,Karnataka,Bengaluru Urban,169,334,103,147,84,11,44,6,0
2025-03-28,Karnataka,Bengaluru Urban,172,352,105,132,115,15,60,9,0
2025-03-29,Karnataka,Bengaluru Urban,169,333,114,144,75,8,16,9,13
2025-03-30,Karnataka,Bengaluru Urban,167,341,110,140,91,14,56,7,0
2025-03-31,Karnataka,Bengaluru Urban,156,309,123,121,65,9,36,7,2
2025-04-01,Karnataka,Bengaluru Urban,172,343,132,134,77,15,45,9,0
2025-04-02,Karnataka,Bengaluru Urban,169,309,105,97,107,13,39,7,0
2025-04-03,Karnataka,Bengaluru Urban,177,338,91,153,94,11,44,9,0
2025-04-04,Karnataka,Bengaluru Urban,155,317,121,121,75,6,12,6,30
2025-04-05,Karnataka,Bengaluru Urban,159,347,120,150,77,7,21,8,21
2025-04-06,Karnataka,Bengaluru Urban,167,336,97,118,121,10,40,7,2
2025-04-07,Karnataka,Bengaluru Urban,174,325,129,127,69,13,39,6,1
2025-04-08,Karnataka,Bengaluru Urban,175,329,112,163,54,6,18,7,24
2025-04-09,Karnataka,Bengaluru Urban,173,323,96,142,85,8,16,9,26
2025-04-10,Karnataka,Bengaluru Urban,180,313,99,132,82,9,27,8,13
2025-04-11,Karnataka,Bengaluru Urban,168,351,114,161,76,14,56,6,0
2025-04-12,Karnataka,Bengaluru Urban,179,337,127,114,96,15,30,6,6
2025-04-13,Karnataka,Bengaluru Urban,177,318,85,143,90,7,14,8,12
2025-04-14,Karnataka,Bengaluru Urban,165,326,126,146,54,11,44,8,0
2025-04-15,Karnataka,Bengaluru Urban,169,326,114,149,63,6,12,6,29
2025-04-16,Karnataka,Bengaluru Urban,163,313,109,138,66,5,20,9,16
2025-04-17,Karnataka,Bengaluru Urban,162,328,92,111,125,6,24,6,14
2025-04-18,Karnataka,Bengaluru Urban,163,344,112,167,65,15,60,9,0
2025-04-19,Karnataka,Bengaluru Urban,156,326,97,116,113,13,39,6,1
2025-04-20,Karnataka,Bengaluru Urban,162,306,107,110,89,7,14,7,25
2025-04-21,Karnataka,Bengaluru Urban,156,336,110,108,118,6,24,9,10
2025-04-22,Karnataka,Bengaluru Urban,165,302,109,123,70,5,15,9,11
2025-04-23,Karnataka,Bengaluru Urban,153,334,90,135,109,7,14,7,32
2025-04-24,Karnataka,Bengaluru Urban,167,333,95,144,94,6,12,8,19
2025-04-25,Karnataka,Bengaluru Urban,172,320,80,134,106,14,42,6,0
2025-04-26,Karnataka,Bengaluru Urban,162,302,108,96,98,13,52,9,0
2025-04-27,Karnataka,Bengaluru Urban,171,328,82,149,97,15,45,6,0
2025-04-28,Karnataka,Bengaluru Urban,154,343,133,150,60,10,20,6,9
2025-04-29,Karnataka,Bengaluru Urban,169,296,106,125,65,5,15,9,16
2025-04-30,Karnataka,Bengaluru Urban,154,313,103,121,89,5,20,7,8
2025-05-01,Karnataka,Bengaluru Urban,166,299,103,125,71,8,32,6,3
2025-05-02,Karnataka,Bengaluru Urban,159,315,113,95,107,15,45,7,0
2025-05-03,Karnataka,Bengaluru Urban,175,302,93,135,74,15,30,7,5
2025-05-04,Karnataka,Bengaluru Urban,169,314,101,112,101,15,45,9,0
2025-05-05,Karnataka,Bengaluru Urban,152,295,89,145,61,11,44,8,0
2025-05-06,Karnataka,Bengaluru Urban,162,312,94,123,95,12,48,6,0
2025-05-07,Karnataka,Bengaluru Urban,155,309,87,96,126,10,20,6,22
2025-05-08,Karnataka,Bengaluru Urban,155,313,107,128,78,6,12,9,26
2025-05-09,Karnataka,Bengaluru Urban,163,312,120,97,95,5,10,6,22
2025-05-10,Karnataka,Bengaluru Urban,163,293,77,140,76,5,15,7,18
2025-05-11,Karnataka,Bengaluru Urban,160,325,117,105,103,12,48,8,0
2025-05-12,Karnataka,Bengaluru Urban,165,298,98,105,95,8,24,7,13
2025-05-13,Karnataka,Bengaluru Urban,154,291,108,141,42,5,10,7,30
2025-05-14,Karnataka,Bengaluru Urban,152,308,97,96,115,13,26,6,7
2025-05-15,Karnataka,Bengaluru Urban,151,304,111,134,59,15,60,6,0
2025-05-16,Karnataka,Bengaluru Urban,162,298,86,93,119,7,28,6,6
2025-05-17,Karnataka,Bengaluru Urban,160,287,113,141,33,9,27,7,4
2025-05-18,Karnataka,Bengaluru Urban,152,336,108,133,95,5,10,6,16
2025-05-19,Karnataka,Bengaluru Urban,152,328,110,134,84,13,26,9,13
2025-05-20,Karnataka,Bengaluru Urban,166,303,116,145,42,12,48,6,0
2025-05-21,Karnataka,Bengaluru Urban,148,286,87,111,88,15,45,9,0
2025-05-22,Karnataka,Bengaluru Urban,147,328,101,155,72,13,39,8,1
2025-05-23,Karnataka,Bengaluru Urban,169,308,98,100,110,14,42,8,0
2025-05-24,Karnataka,Bengaluru Urban,169,291,103,113,75,15,30,6,4
2025-05-25,Karnataka,Bengaluru Urban,156,313,107,138,68,10,30,6,8
2025-05-26,Karnataka,Bengaluru Urban,149,283,97,91,95,5,10,8,13
2025-05-27,Karnataka,Bengaluru Urban,159,283,95,116,72,6,24,7,8
2025-05-28,Karnataka,Bengaluru Urban,154,322,86,143,93,9,27,7,14
2025-05-29,Karnataka,Bengaluru Urban,148,289,84,134,71,8,16,8,9
2025-05-30,Karnataka,Bengaluru Urban,144,306,96,99,111,14,28,7,11
2025-05-31,Karnataka,Bengaluru Urban,160,290,95,129,66,10,40,6,0
2025-06-01,Karnataka,Bengaluru Urban,161,318,94,142,82,8,32,7,8
2025-06-02,Karnataka,Bengaluru Urban,163,294,83,103,108,11,44,7,0
2025-06-03,Karnataka,Bengaluru Urban,157,293,94,140,59,6,18,6,16
2025-06-04,Karnataka,Bengaluru Urban,155,319,99,146,74,8,24,8,13
2025-06-05,Karnataka,Bengaluru Urban,151,321,122,131,68,14,28,9,8
2025-06-06,Karnataka,Bengaluru Urban,155,297,85,123,89,7,28,7,10
2025-06-07,Karnataka,Bengaluru Urban,147,291,106,100,85,6,24,7,6
2025-06-08,Karnataka,Bengaluru Urban,162,292,91,131,70,7,14,9,9
2025-06-09,Karnataka,Bengaluru Urban,145,274,93,118,63,8,32,7,2
2025-06-10,Karnataka,Bengaluru Urban,143,295,93,103,99,9,27,9,11
2025-06-11,Karnataka,Bengaluru Urban,151,298,76,128,94,15,45,7,0
2025-06-12,Karnataka,Bengaluru Urban,155,292,92,142,58,12,24,8,6
2025-06-13,Karnataka,Bengaluru Urban,155,273,78,88,107,6,24,7,10
2025-06-14,Karnataka,Bengaluru Urban,139,286,99,120,67,12,48,6,0
2025-06-15,Karnataka,Bengaluru Urban,140,286,107,118,61,12,36,6,0
2025-06-16,Karnataka,Bengaluru Urban,139,309,121,97,91,15,60,8,0
2025-06-17,Karnataka,Bengaluru Urban,155,275,73,88,114,14,56,8,0
2025-06-18,Karnataka,Bengaluru Urban,148,272,98,132,42,9,18,6,15
2025-06-19,Karnataka,Bengaluru Urban,150,309,109,100,100,5,15,8,15
2025-06-20,Karnataka,Bengaluru Urban,141,308,102,126,80,8,16,6,19
2025-06-21,Karnataka,Bengaluru Urban,136,295,74,104,117,12,36,8,0
2025-06-22,Karnataka,Bengaluru Urban,155,269,71,118,80,14,42,6,0
2025-06-23,Karnataka,Bengaluru Urban,138,286,72,119,95,8,16,8,13
2025-06-24,Karnataka,Bengaluru Urban,135,294,93,103,98,10,30,9,5
2025-06-25,Karnataka,Bengaluru Urban,155,288,78,118,92,7,14,7,11
2025-06-26,Karnataka,Bengaluru Urban,135,279,111,122,46,15,30,7,4
2025-06-27,Karnataka,Bengaluru Urban,144,266,77,116,73,9,36,6,0
2025-06-28,Karnataka,Bengaluru Urban,145,260,73,115,72,6,24,7,6
2025-06-29,Karnataka,Bengaluru Urban,147,290,78,93,119,9,36,6,0
2025-06-30,Karnataka,Bengaluru Urban,138,264,104,90,70,9,27,7,6
2025-07-01,Karnataka,Bengaluru Urban,145,296,74,118,104,13,52,9,0
2025-07-02,Karnataka,Bengaluru Urban,142,253,91,96,66,14,42,8,0
2025-07-03,Karnataka,Bengaluru Urban,141,270,94,114,62,15,45,9,0
2025-07-04,Karnataka,Bengaluru Urban,130,271,93,105,73,5,10,9,24
2025-07-05,Karnataka,Bengaluru Urban,146,246,94,87,65,7,14,9,12
2025-07-06,Karnataka,Bengaluru Urban,132,265,81,114,70,15,30,7,3
2025-07-07,Karnataka,Bengaluru Urban,126,249,91,109,49,6,12,6,19
2025-07-08,Karnataka,Bengaluru Urban,124,248,65,105,78,12,36,6,0
2025-07-09,Karnataka,Bengaluru Urban,147,281,91,96,94,13,26,8,9
2025-07-10,Karnataka,Bengaluru Urban,138,244,63,76,105,9,27,9,3
2025-07-11,Karnataka,Bengaluru Urban,134,265,73,97,95,8,32,6,0
2025-07-12,Karnataka,Bengaluru Urban,144,278,75,131,72,6,24,8,4
2025-07-13,Karnataka,Bengaluru Urban,142,283,95,92,96,10,40,8,0
2025-07-14,Karnataka,Bengaluru Urban,135,280,93,97,90,11,44,6,0
2025-07-15,Karnataka,Bengaluru Urban,126,276,103,99,74,6,18,9,16
2025-07-16,Karnataka,Bengaluru Urban,142,267,90,132,45,5,20,8,16
2025-07-17,Karnataka,Bengaluru Urban,132,248,88,86,74,6,18,6,9
2025-07-18,Karnataka,Bengaluru Urban,143,258,87,83,88,13,52,8,0
2025-07-19,Karnataka,Bengaluru Urban,137,239,80,90,69,14,42,8,0
2025-07-20,Karnataka,Bengaluru Urban,139,258,82,89,87,13,26,7,5
2025-07-21,Karnataka,Bengaluru Urban,137,236,85,101,50,8,24,7,5
2025-07-22,Karnataka,Bengaluru Urban,132,240,74,98,68,6,18,8,10
2025-07-23,Karnataka,Bengaluru Urban,134,275,85,127,63,6,18,8,18
2025-07-24,Karnataka,Bengaluru Urban,133,236,75,97,64,13,39,6,0
2025-07-25,Karnataka,Bengaluru Urban,141,229,57,80,92,14,42,8,0
2025-07-26,Karnataka,Bengaluru Urban,139,232,76,81,75,14,28,7,0
2025-07-27,Karnataka,Bengaluru Urban,120,237,60,96,81,10,30,9,0
2025-07-28,Karnataka,Bengaluru Urban,130,256,65,89,102,5,15,6,13
2025-07-29,Karnataka,Bengaluru Urban,140,263,71,84,108,11,22,6,5
2025-07-30,Karnataka,Bengaluru Urban,134,226,81,73,72,13,52,7,0
2025-07-31,Karnataka,Bengaluru Urban,134,232,74,111,47,15,45,9,0
2025-08-01,Karnataka,Bengaluru Urban,129,241,73,78,90,10,20,9,5
2025-08-02,Karnataka,Bengaluru Urban,136,264,79,125,60,14,42,8,0
2025-08-03,Karnataka,Bengaluru Urban,137,232,74,101,57,7,21,9,6
2025-08-04,Karnataka,Bengaluru Urban,115,247,62,96,89,14,56,8,0
2025-08-05,Karnataka,Bengaluru Urban,131,248,65,110,73,6,12,6,12
2025-08-06,Karnataka,Bengaluru Urban,137,253,69,93,91,8,32,9,0
2025-08-07,Karnataka,Bengaluru Urban,121,254,73,84,97,15,45,6,0
2025-08-08,Karnataka,Bengaluru Urban,116,250,91,119,40,7,28,9,2
2025-08-09,Karnataka,Bengaluru Urban,136,220,60,87,73,6,12,8,17
2025-08-10,Karnataka,Bengaluru Urban,134,241,62,90,89,10,20,8,11
2025-08-11,Karnataka,Bengaluru Urban,116,219,61,66,92,6,24,6,1
2025-08-12,Karnataka,Bengaluru Urban,115,241,83,111,47,15,45,9,0
2025-08-13,Karnataka,Bengaluru Urban,123,245,71,83,91,14,56,7,0
2025-08-14,Karnataka,Bengaluru Urban,122,255,84,86,85,9,27,9,5
2025-08-15,Karnataka,Bengaluru Urban,128,250,95,101,54,15,45,8,0
2025-08-16,Karnataka,Bengaluru Urban,118,253,72,125,56,11,33,6,0
2025-08-17,Karnataka,Bengaluru Urban,112,226,58,110,58,13,39,7,0
2025-08-18,Karnataka,Bengaluru Urban,121,234,83,112,39,8,24,6,2
2025-08-19,Karnataka,Bengaluru Urban,119,255,91,96,68,9,18,9,15
2025-08-20,Karnataka,Bengaluru Urban,111,240,63,92,85,12,24,6,4
2025-08-21,Karnataka,Bengaluru Urban,131,227,81,77,69,7,14,9,12
2025-08-22,Karnataka,Bengaluru Urban,126,237,70,72,95,13,39,9,0
2025-08-23,Karnataka,Bengaluru Urban,125,236,65,87,84,15,30,7,0
2025-08-24,Karnataka,Bengaluru Urban,106,209,66,90,53,12,36,7,0
2025-08-25,Karnataka,Bengaluru Urban,117,242,79,104,59,9,27,6,3
2025-08-26,Karnataka,Bengaluru Urban,120,244,67,107,70,14,42,7,0
2025-08-27,Karnataka,Bengaluru Urban,109,211,61,80,70,14,42,9,0
2025-08-28,Karnataka,Bengaluru Urban,123,229,72,98,59,15,60,8,0
2025-08-29,Karnataka,Bengaluru Urban,127,210,62,99,49,6,18,8,8
2025-08-30,Karnataka,Bengaluru Urban,116,229,84,93,52,8,16,7,13
2025-08-31,Karnataka,Bengaluru Urban,126,239,76,81,82,6,18,8,8
2025-09-01,Karnataka,Bengaluru Urban,117,203,57,88,58,6,18,7,5
2025-09-02,Karnataka,Bengaluru Urban,115,244,74,92,78,7,28,6,2
2025-09-03,Karnataka,Bengaluru Urban,105,209,65,81,63,15,45,9,0
2025-09-04,Karnataka,Bengaluru Urban,121,204,75,69,60,11,44,9,0
2025-09-05,Karnataka,Bengaluru Urban,108,205,57,70,78,6,18,9,6
2025-09-06,Karnataka,Bengaluru Urban,121,233,90,111,32,9,18,9,12
2025-09-07,Karnataka,Bengaluru Urban,123,242,69,91,82,9,36,7,0
2025-09-08,Karnataka,Bengaluru Urban,113,204,56,75,73,12,48,9,0
2025-09-09,Karnataka,Bengaluru Urban,110,230,79,95,56,15,45,6,0
2025-09-10,Karnataka,Bengaluru Urban,124,224,70,93,61,9,27,7,0
2025-09-11,Karnataka,Bengaluru Urban,110,209,73,89,47,9,27,6,0
2025-09-12,Karnataka,Bengaluru Urban,126,241,87,117,37,5,20,6,10
2025-09-13,Karnataka,Bengaluru Urban,125,240,89,111,40,15,45,7,0
2025-09-14,Karnataka,Bengaluru Urban,118,242,77,81,84,5,10,9,22
2025-09-15,Karnataka,Bengaluru Urban,111,218,76,78,64,8,16,7,8
2025-09-16,Karnataka,Bengaluru Urban,114,226,65,77,84,10,40,7,0
2025-09-17,Karnataka,Bengaluru Urban,119,196,54,86,56,11,22,9,1
2025-09-18,Karnataka,Bengaluru Urban,124,241,94,110,37,12,24,9,4
2025-09-19,Karnataka,Bengaluru Urban,107,232,62,80,90,13,52,7,0
2025-09-20,Karnataka,Bengaluru Urban,121,205,70,62,73,14,42,9,0
2025-09-21,Karnataka,Bengaluru Urban,115,202,67,69,66,11,44,8,0
2025-09-22,Karnataka,Bengaluru Urban,116,221,58,81,82,7,21,7,7
2025-09-23,Karnataka,Bengaluru Urban,108,228,69,107,52,12,36,6,0
2025-09-24,Karnataka,Bengaluru Urban,100,217,81,88,48,15,30,9,0
2025-09-25,Karnataka,Bengaluru Urban,105,197,56,83,58,14,28,8,0
2025-09-26,Karnataka,Bengaluru Urban,124,220,70,83,67,8,32,8,0
2025-09-27,Karnataka,Bengaluru Urban,123,222,84,75,63,8,16,9,7
2025-09-28,Karnataka,Bengaluru Urban,122,220,65,89,66,12,24,8,4
2025-09-29,Karnataka,Bengaluru Urban,116,208,67,65,76,13,52,9,0
2025-09-30,Karnataka,Bengaluru Urban,114,224,84,87,53,9,36,6,0
2025-10-01,Karnataka,Bengaluru Urban,103,217,59,86,72,11,22,7,2
2025-10-02,Karnataka,Bengaluru Urban,118,211,67,68,76,6,12,6,7
2025-10-03,Karnataka,Bengaluru Urban,102,225,88,86,51,7,28,6,0
2025-10-04,Karnataka,Bengaluru Urban,111,224,82,107,35,15,30,8,0
2025-10-05,Karnataka,Bengaluru Urban,103,223,77,89,57,11,44,8,0
2025-10-06,Karnataka,Bengaluru Urban,112,210,78,71,61,14,42,8,0
2025-10-07,Karnataka,Bengaluru Urban,111,222,82,71,69,15,30,9,0
2025-10-08,Karnataka,Bengaluru Urban,125,226,58,96,72,8,24,6,2
2025-10-09,Karnataka,Bengaluru Urban,101,245,72,121,52,12,36,8,0
2025-10-10,Karnataka,Bengaluru Urban,107,236,75,86,75,6,24,7,4
2025-10-11,Karnataka,Bengaluru Urban,125,231,90,86,55,11,22,7,5
2025-10-12,Karnataka,Bengaluru Urban,112,242,80,105,57,6,12,8,13
2025-10-13,Karnataka,Bengaluru Urban,102,211,57,68,86,11,33,6,0
2025-10-14,Karnataka,Bengaluru Urban,118,197,69,97,31,9,27,6,0
2025-10-15,Karnataka,Bengaluru Urban,108,214,54,90,70,12,36,9,0
2025-10-16,Karnataka,Bengaluru Urban,122,239,82,88,69,11,22,9,6
2025-10-17,Karnataka,Bengaluru Urban,117,235,70,95,70,15,30,8,0
2025-10-18,Karnataka,Bengaluru Urban,119,208,81,82,45,9,36,7,0
2025-10-19,Karnataka,Bengaluru Urban,105,247,85,96,66,5,20,9,9
2025-10-20,Karnataka,Bengaluru Urban,113,230,77,112,41,10,20,8,5
2025-10-21,Karnataka,Bengaluru Urban,125,234,86,110,38,6,12,6,7
2025-10-22,Karnataka,Bengaluru Urban,120,235,83,106,46,13,52,8,0
2025-10-23,Karnataka,Bengaluru Urban,123,244,66,99,79,13,26,9,2
2025-10-24,Karnataka,Bengaluru Urban,115,206,59,75,72,11,44,8,0
2025-10-25,Karnataka,Bengaluru Urban,115,247,80,101,66,14,42,8,0
2025-10-26,Karnataka,Bengaluru Urban,105,205,61,62,82,5,10,6,14
2025-10-27,Karnataka,Bengaluru Urban,123,210,68,79,63,7,14,8,12
2025-10-28,Karnataka,Bengaluru Urban,125,238,88,86,64,9,36,8,0
2025-10-29,Karnataka,Bengaluru Urban,107,207,67,87,53,14,56,9,0
2025-10-30,Karnataka,Bengaluru Urban,104,205,52,73,80,6,24,9,0
2025-10-31,Karnataka,Bengaluru Urban,122,226,73,73,80,12,24,8,4
2025-11-01,Karnataka,Bengaluru Urban,113,241,93,76,72,12,48,8,0
2025-11-02,Karnataka,Bengaluru Urban,108,233,60,96,77,14,56,9,0
2025-11-03,Karnataka,Bengaluru Urban,121,239,78,75,86,6,12,7,16
2025-11-04,Karnataka,Bengaluru Urban,118,246,74,92,80,9,36,8,0
2025-11-05,Karnataka,Bengaluru Urban,118,218,75,97,46,15,45,9,0
2025-11-06,Karnataka,Bengaluru Urban,127,226,61,75,90,14,56,7,0
2025-11-07,Karnataka,Bengaluru Urban,115,255,92,80,83,14,56,9,0
2025-11-08,Karnataka,Bengaluru Urban,119,245,91,113,41,10,30,9,0
